Ticket-ID;Kategorie;Datum;Uhrzeit
122927;Facebook;01.07.19;08:14:12
122931;Facebook;01.07.19;08:45:55
122932;Bearbeiten_EILT;01.07.19;08:46:02
122933;Bearbeiten_EILT;01.07.19;08:50:04
122935;Facebook;01.07.19;08:55:36
122937;Facebook;01.07.19;09:21:43
122938;Facebook;01.07.19;09:23:40
122941;Facebook;01.07.19;09:34:43
122942;Facebook;01.07.19;09:36:49
122943;Facebook;01.07.19;09:39:11
122945;Sonstiges;01.07.19;09:44:33
122946;Facebook;01.07.19;09:50:39
122948;Sonstiges;01.07.19;09:55:38
122951;Bearbeitung_EILT_ohneFreigabe;01.07.19;10:08:15
122954;Facebook;01.07.19;10:23:16
122957;Facebook;01.07.19;10:28:04
122963;Facebook;01.07.19;10:51:20
122964;Facebook;01.07.19;10:53:27
122965;Sonstiges_2;01.07.19;10:55:08
122968;Sonstiges;01.07.19;11:08:18
122969;Facebook;01.07.19;11:08:20
122974;Facebook;01.07.19;11:24:44
122976;Facebook;01.07.19;11:37:39
122977;Facebook;01.07.19;11:50:35
122978;Facebook;01.07.19;11:51:47
122979;Bearbeiten_EILT;01.07.19;11:52:38
122980;Facebook;01.07.19;11:58:27
122981;Facebook;01.07.19;11:58:30
122982;Facebook;01.07.19;11:58:33
122987;Facebook;01.07.19;12:33:48
122990;Facebook;01.07.19;12:36:19
122993;Facebook;01.07.19;12:47:23
122994;Facebook;01.07.19;12:50:42
122996;Sonstiges;01.07.19;12:56:39
122997;Sonstiges;01.07.19;12:57:11
122999;Facebook;01.07.19;12:59:27
123000;Facebook;01.07.19;13:00:30
123001;Facebook;01.07.19;13:01:45
123002;Bearbeiten_EILT;01.07.19;13:02:45
123003;Facebook;01.07.19;13:08:54
123013;Facebook;01.07.19;13:55:59
123019;Facebook;01.07.19;14:27:11
123027;Facebook;01.07.19;15:31:17
123031;Facebook;01.07.19;15:35:06
123032;Großer Verteiler;01.07.19;15:35:34
123036;Facebook;01.07.19;15:49:03
123038;Facebook;01.07.19;15:56:18
123039;Facebook;01.07.19;16:01:35
123040;Bearbeiten_EILT;01.07.19;16:31:30
123042;Facebook;01.07.19;16:33:07
123044;Großer Verteiler;01.07.19;16:34:03
123045;Facebook;01.07.19;16:37:19
123049;Bearbeiten_EILT;01.07.19;16:55:45
123050;Facebook;01.07.19;17:08:23
123051;Facebook;01.07.19;17:08:25
123054;Facebook;01.07.19;17:11:11
123057;Facebook;01.07.19;17:16:09
123058;Facebook;01.07.19;17:18:10
123059;Facebook;01.07.19;17:18:12
123060;Bearbeiten_EILT;01.07.19;17:18:26
123061;Facebook;01.07.19;17:20:09
123063;Facebook;01.07.19;17:26:31
123064;Twitter;01.07.19;17:28:16
123065;Facebook;01.07.19;17:30:08
123066;Bearbeiten_EILT;01.07.19;17:34:04
123067;Facebook;01.07.19;17:36:24
123071;Facebook;01.07.19;17:44:08
123072;Großer Verteiler;01.07.19;17:46:10
123073;Facebook;01.07.19;17:48:36
123075;Facebook;01.07.19;17:49:39
123076;Facebook;01.07.19;17:49:41
123077;Facebook;01.07.19;17:49:42
123080;Facebook;01.07.19;17:49:50
123081;Facebook;01.07.19;17:50:56
123082;Facebook;01.07.19;17:52:02
123083;Facebook;01.07.19;17:54:00
123084;Facebook;01.07.19;17:57:15
123086;Facebook;01.07.19;18:02:27
123090;Spam;01.07.19;18:06:22
123091;Facebook;01.07.19;18:09:50
123092;Facebook;01.07.19;18:09:52
123098;Facebook;01.07.19;18:29:55
123099;Bearbeitung_ohneFreigabe;01.07.19;18:30:36
123100;Facebook;01.07.19;18:33:15
123101;Facebook;01.07.19;18:35:05
123103;Facebook;01.07.19;18:36:58
123104;Facebook;01.07.19;18:36:59
123105;Facebook;01.07.19;18:37:01
123106;Bearbeiten_EILT;01.07.19;18:47:14
123107;Facebook;01.07.19;18:51:34
123108;Facebook;01.07.19;18:54:06
123109;Facebook;01.07.19;19:00:45
123116;Bearbeitung_ohneFreigabe;01.07.19;19:19:58
123117;Facebook;01.07.19;19:21:14
123118;Facebook;01.07.19;19:24:41
123119;Facebook;01.07.19;19:29:08
123120;Facebook;01.07.19;19:29:11
123121;Facebook;01.07.19;19:29:13
123122;Facebook;01.07.19;19:30:21
123125;Facebook;01.07.19;19:46:55
123126;Facebook;01.07.19;19:46:56
123127;Facebook;01.07.19;19:46:57
123128;Facebook;01.07.19;19:47:06
123129;Facebook;01.07.19;19:47:07
123130;Facebook;01.07.19;19:47:09
123131;Facebook;01.07.19;19:47:18
123132;Facebook;01.07.19;19:47:19
123133;Facebook;01.07.19;19:48:26
123138;Facebook;01.07.19;20:08:42
123139;Facebook;01.07.19;20:09:55
123140;Facebook;01.07.19;20:12:59
123141;Facebook;01.07.19;20:13:00
123142;Facebook;01.07.19;20:15:01
123143;Facebook;01.07.19;20:15:03
123144;Facebook;01.07.19;20:15:04
123145;Spam;01.07.19;20:20:24
123146;Facebook;01.07.19;20:23:34
123147;Facebook;01.07.19;20:23:36
123148;Facebook;01.07.19;20:25:44
123149;Facebook;01.07.19;20:27:25
123150;Facebook;01.07.19;20:29:28
123151;Facebook;01.07.19;20:31:45
123152;Facebook;01.07.19;20:31:46
123153;Facebook;01.07.19;20:33:09
123154;Facebook;01.07.19;20:33:10
123155;Facebook;01.07.19;20:34:28
123156;Facebook;01.07.19;20:35:59
123157;Facebook;01.07.19;20:37:32
123158;Facebook;01.07.19;20:40:55
123159;Facebook;01.07.19;20:40:57
123160;Facebook;01.07.19;20:45:33
123161;Facebook;01.07.19;20:46:52
123162;Facebook;01.07.19;20:46:53
123163;Facebook;01.07.19;20:51:08
123164;Bearbeiten_EILT;01.07.19;20:52:07
123165;Facebook;01.07.19;20:52:36
123166;Facebook;01.07.19;20:52:38
123167;Facebook;01.07.19;20:57:32
123168;Facebook;01.07.19;20:59:49
123171;Facebook;01.07.19;21:03:40
123173;Facebook;01.07.19;21:03:43
123174;Facebook;01.07.19;21:04:44
123175;Facebook;01.07.19;21:04:45
123176;Facebook;01.07.19;21:06:02
123177;Facebook;01.07.19;21:08:27
123179;Facebook;01.07.19;21:09:32
123180;Facebook;01.07.19;21:10:37
123181;Facebook;01.07.19;21:11:47
123182;Facebook;01.07.19;21:13:06
123183;Facebook;01.07.19;21:16:30
123184;FB Nachricht;01.07.19;21:17:03
123185;Facebook;01.07.19;21:18:28
123186;Facebook;01.07.19;21:18:30
123187;Facebook;01.07.19;21:18:32
123188;Facebook;01.07.19;21:19:52
123189;Facebook;01.07.19;21:26:05
123192;Facebook;01.07.19;21:31:26
123193;Facebook;01.07.19;21:32:34
123194;Facebook;01.07.19;21:35:21
123195;Facebook;01.07.19;21:37:01
123196;Facebook;01.07.19;21:39:58
123197;Facebook;01.07.19;21:39:59
123198;Facebook;01.07.19;21:41:37
123199;Facebook;01.07.19;21:45:09
123200;Facebook;01.07.19;21:51:26
123201;Twitter;01.07.19;21:51:29
123203;Facebook;01.07.19;21:52:49
123204;Facebook;01.07.19;21:52:51
123205;Facebook;01.07.19;21:54:19
123206;Facebook;01.07.19;21:54:21
123208;Facebook;01.07.19;22:04:08
123210;Facebook;01.07.19;22:09:02
123211;Facebook;01.07.19;22:09:04
123212;Facebook;01.07.19;22:12:28
123214;Twitter;01.07.19;22:23:59
123218;Facebook;01.07.19;22:51:33
123220;Bearbeiten_EILT;01.07.19;23:22:51
123222;Twitter;01.07.19;23:29:04
123223;Facebook;01.07.19;23:33:26
123224;Facebook;01.07.19;23:33:27
123227;Facebook;01.07.19;23:47:09
123230;Facebook;02.07.19;00:09:34
123231;Facebook;02.07.19;00:09:34
123234;Facebook;02.07.19;00:53:14
123236;FB Nachricht;02.07.19;00:56:03
123237;Facebook;02.07.19;00:57:18
123238;Facebook;02.07.19;00:57:19
123239;Facebook;02.07.19;01:33:04
123245;Facebook;02.07.19;02:03:42
123246;Facebook;02.07.19;04:30:00
123247;Bearbeiten_EILT;02.07.19;05:54:19
123250;Twitter;02.07.19;06:56:17
123251;Facebook;02.07.19;07:09:05
123255;Facebook;02.07.19;07:34:16
123256;Facebook;02.07.19;07:34:18
123257;Sonstiges;02.07.19;07:39:41
123261;Twitter;02.07.19;08:17:31
123262;Bearbeiten_EILT;02.07.19;08:28:34
123273;Facebook;02.07.19;09:23:03
123277;Twitter;02.07.19;09:35:41
123279;Facebook;02.07.19;09:35:50
123285;Twitter;02.07.19;10:07:10
123286;Twitter;02.07.19;10:08:10
123287;Bearbeiten_EILT;02.07.19;10:23:59
123288;Facebook;02.07.19;10:26:49
123289;Facebook;02.07.19;10:31:30
123291;Facebook;02.07.19;10:33:17
123294;Facebook;02.07.19;10:38:40
123295;Facebook;02.07.19;10:38:42
123298;Bearbeiten_EILT;02.07.19;10:52:42
123301;Facebook;02.07.19;11:01:48
123302;Facebook;02.07.19;11:05:41
123303;Facebook;02.07.19;11:05:43
123304;Facebook;02.07.19;11:08:47
123305;Facebook;02.07.19;11:08:48
123306;Facebook;02.07.19;11:08:49
123307;Facebook;02.07.19;11:09:51
123308;Facebook;02.07.19;11:14:49
123309;Facebook;02.07.19;11:14:50
123310;Facebook;02.07.19;11:15:57
123311;Facebook;02.07.19;11:17:44
123312;Facebook;02.07.19;11:18:49
123314;Facebook;02.07.19;11:20:00
123315;Facebook;02.07.19;11:22:18
123316;Facebook;02.07.19;11:25:18
123317;Facebook;02.07.19;11:25:19
123318;Facebook;02.07.19;11:28:04
123319;Facebook;02.07.19;11:29:30
123320;Facebook;02.07.19;11:41:54
123321;Twitter;02.07.19;11:46:41
123322;Facebook;02.07.19;11:48:00
123323;Facebook;02.07.19;11:48:01
123324;Facebook;02.07.19;11:48:02
123325;Facebook;02.07.19;11:50:14
123326;Facebook;02.07.19;11:58:03
123329;Facebook;02.07.19;12:06:16
123331;Spam;02.07.19;12:07:16
123333;Facebook;02.07.19;12:10:56
123334;Bearbeiten_EILT;02.07.19;12:15:20
123339;Facebook;02.07.19;12:54:50
123341;Facebook;02.07.19;13:07:17
123344;Facebook;02.07.19;13:25:58
123348;Facebook;02.07.19;13:46:12
123350;Facebook;02.07.19;14:02:51
123356;Facebook;02.07.19;14:45:22
123359;Sonstiges_2;02.07.19;14:51:41
123360;Facebook;02.07.19;14:59:45
123361;Facebook;02.07.19;14:59:46
123362;Facebook;02.07.19;14:59:47
123363;Facebook;02.07.19;15:01:07
123368;Facebook;02.07.19;15:22:46
123372;Facebook;02.07.19;16:21:46
123373;Twitter;02.07.19;16:23:20
123376;Facebook;02.07.19;16:25:55
123377;Facebook;02.07.19;16:28:29
123378;Facebook;02.07.19;16:29:49
123379;Twitter;02.07.19;16:31:31
123380;Twitter;02.07.19;16:31:32
123381;Facebook;02.07.19;16:33:07
123382;Facebook;02.07.19;16:34:18
123384;Facebook;02.07.19;16:35:29
123385;Facebook;02.07.19;16:35:30
123386;Facebook;02.07.19;16:36:46
123388;Facebook;02.07.19;16:40:16
123389;Facebook;02.07.19;16:49:33
123390;Facebook;02.07.19;16:50:44
123392;Facebook;02.07.19;16:55:17
123393;Facebook;02.07.19;16:58:50
123395;Facebook;02.07.19;17:01:16
123398;Facebook;02.07.19;17:23:15
123402;Facebook;02.07.19;17:43:18
123403;Facebook;02.07.19;17:44:22
123404;Facebook;02.07.19;17:44:23
123405;Facebook;02.07.19;17:45:34
123406;Facebook;02.07.19;17:58:06
123408;Sonstiges;02.07.19;18:05:33
123412;Facebook;02.07.19;18:14:12
123414;Facebook;02.07.19;18:21:47
123415;Facebook;02.07.19;18:23:09
123416;Facebook;02.07.19;18:26:29
123418;Sonstiges;02.07.19;18:36:52
123419;Twitter;02.07.19;18:43:49
123421;Facebook;02.07.19;18:53:43
123422;Facebook;02.07.19;18:59:31
123423;Facebook;02.07.19;18:59:32
123427;Sonstiges;02.07.19;19:15:10
123430;Facebook;02.07.19;19:20:30
123434;Spam;02.07.19;20:13:07
123436;Facebook;02.07.19;20:40:30
123437;Facebook;02.07.19;20:44:43
123439;Facebook;02.07.19;20:50:27
123440;Twitter;02.07.19;21:00:15
123443;Bearbeiten_EILT;02.07.19;21:50:50
123445;Sonstiges_2;02.07.19;21:54:53
123446;Twitter;02.07.19;22:01:19
123447;Sonstiges;02.07.19;22:12:31
123449;Twitter;02.07.19;22:21:41
123450;Facebook;02.07.19;22:24:19
123451;Twitter;02.07.19;22:28:48
123453;Facebook;02.07.19;22:35:52
123457;Facebook;02.07.19;23:05:46
123459;Bearbeiten_EILT;02.07.19;23:14:29
123460;Bearbeiten_EILT;02.07.19;23:24:34
123461;Facebook;02.07.19;23:37:27
123465;Facebook;03.07.19;00:30:09
123469;Facebook;03.07.19;01:11:52
123470;Facebook;03.07.19;02:06:30
123474;Spam;03.07.19;07:03:30
123482;Facebook;03.07.19;08:06:37
123485;Facebook;03.07.19;08:19:14
123486;Bearbeiten_EILT;03.07.19;08:26:09
123487;Facebook;03.07.19;08:33:51
123488;Facebook;03.07.19;08:36:09
123489;Facebook;03.07.19;08:44:37
123490;Facebook;03.07.19;08:47:24
123491;Facebook;03.07.19;08:49:34
123492;Facebook;03.07.19;09:01:54
123493;Facebook;03.07.19;09:06:47
123495;Facebook;03.07.19;09:20:28
123496;Depot;03.07.19;09:25:33
123497;Facebook;03.07.19;09:25:35
123498;Facebook;03.07.19;09:25:36
123500;Sonstiges;03.07.19;09:33:37
123505;Facebook;03.07.19;09:58:01
123510;Facebook;03.07.19;10:26:02
123512;Facebook;03.07.19;10:40:24
123520;Facebook;03.07.19;11:22:11
123521;Sonstiges;03.07.19;11:28:02
123523;Facebook;03.07.19;11:30:14
123526;Facebook;03.07.19;11:52:00
123527;Sonstiges;03.07.19;11:53:14
123533;Sonstiges;03.07.19;12:39:37
123534;Sonstiges;03.07.19;12:40:39
123536;Sonstiges;03.07.19;12:41:40
123537;Sonstiges;03.07.19;12:43:11
123539;Facebook;03.07.19;12:48:40
123540;Facebook;03.07.19;12:51:12
123545;Facebook;03.07.19;12:59:30
123548;Facebook;03.07.19;13:11:06
123560;FB Nachricht;03.07.19;13:39:02
123562;Spam;03.07.19;13:42:19
123564;Facebook;03.07.19;14:00:29
123567;Facebook;03.07.19;14:01:51
123568;Facebook;03.07.19;14:07:43
123570;Facebook;03.07.19;14:09:55
123571;Twitter;03.07.19;14:12:24
123577;Facebook;03.07.19;14:38:17
123578;Facebook;03.07.19;14:39:48
123579;Facebook;03.07.19;14:43:07
123583;Facebook;03.07.19;15:04:49
123588;Facebook;03.07.19;15:33:20
123589;Facebook;03.07.19;15:39:42
123600;Sonstiges_2;03.07.19;16:45:30
123601;Facebook;03.07.19;16:48:18
123604;Facebook;03.07.19;17:05:30
123623;Facebook;03.07.19;19:48:35
123625;FB Nachricht;03.07.19;20:04:19
123627;Großer Verteiler;03.07.19;20:35:44
123630;Facebook;03.07.19;21:37:50
123635;Facebook;03.07.19;23:02:12
123637;Facebook;03.07.19;23:14:17
123639;Großer Verteiler;04.07.19;00:02:45
123646;Bearbeiten_EILT;04.07.19;01:14:47
123659;Facebook;04.07.19;06:03:49
123661;Facebook;04.07.19;06:12:08
123662;Facebook;04.07.19;06:17:58
123663;Facebook;04.07.19;06:20:09
123665;Facebook;04.07.19;06:23:22
123666;Facebook;04.07.19;06:34:33
123668;Facebook;04.07.19;06:46:45
123678;Facebook;04.07.19;08:50:00
123679;Facebook;04.07.19;08:56:02
123680;Facebook;04.07.19;08:58:02
123691;Bearbeiten_EILT;04.07.19;09:26:31
123708;Bestellungen;04.07.19;09:55:16
123709;Großer Verteiler;04.07.19;09:55:16
123715;Facebook;04.07.19;09:59:59
123716;Facebook;04.07.19;10:01:21
123718;Facebook;04.07.19;10:08:39
123719;Facebook;04.07.19;10:08:40
123720;Bearbeiten_EILT;04.07.19;10:19:28
123732;Facebook;04.07.19;11:05:28
123735;Facebook;04.07.19;11:18:12
123747;Sonstiges;04.07.19;11:37:06
123752;Facebook;04.07.19;11:45:26
123758;Twitter;04.07.19;11:58:04
123768;Sonstiges;04.07.19;12:07:21
123782;Facebook;04.07.19;12:27:25
123803;Facebook;04.07.19;13:11:31
123810;Spam;04.07.19;13:40:10
123814;Sonstiges;04.07.19;14:03:24
123815;Facebook;04.07.19;14:03:33
123817;Facebook;04.07.19;14:48:02
123820;Facebook;04.07.19;14:50:50
123822;Facebook;04.07.19;14:56:18
123827;Sonstiges;04.07.19;15:05:24
123828;Briefe;04.07.19;15:06:46
123831;Sonstiges;04.07.19;15:16:25
123832;Briefe;04.07.19;15:17:21
123833;Facebook;04.07.19;15:26:44
123838;Bearbeiten_EILT;04.07.19;15:46:39
123839;Twitter;04.07.19;16:17:15
123845;Twitter;04.07.19;17:00:57
123847;Facebook;04.07.19;17:10:26
123850;Facebook;04.07.19;17:31:47
123853;Facebook;04.07.19;17:52:24
123856;Twitter;04.07.19;18:02:58
123857;Facebook;04.07.19;18:12:10
123860;Facebook;04.07.19;18:34:04
123861;Facebook;04.07.19;18:36:35
123865;Facebook;04.07.19;19:18:23
123866;Facebook;04.07.19;19:24:55
123868;Spam;04.07.19;19:50:26
123869;Facebook;04.07.19;19:55:01
123870;Facebook;04.07.19;19:56:13
123872;Facebook;04.07.19;20:02:41
123873;Facebook;04.07.19;20:07:05
123874;Facebook;04.07.19;20:08:44
123875;Twitter;04.07.19;20:09:04
123876;Twitter;04.07.19;20:09:05
123877;Facebook;04.07.19;20:11:22
123879;Facebook;04.07.19;20:15:17
123880;Twitter;04.07.19;20:18:14
123882;Facebook;04.07.19;20:29:35
123883;Facebook;04.07.19;20:34:49
123884;Facebook;04.07.19;20:37:24
123886;Newsletter/Information;04.07.19;20:50:28
123889;Facebook;04.07.19;21:43:40
123891;Facebook;04.07.19;21:47:29
123896;Facebook;04.07.19;22:20:05
123897;Twitter;04.07.19;22:21:16
123902;Facebook;04.07.19;22:55:38
123903;Facebook;04.07.19;22:56:57
123904;Facebook;04.07.19;23:10:22
123906;Facebook;04.07.19;23:39:09
123920;Depot;05.07.19;02:50:04
123923;Twitter;05.07.19;06:02:44
123928;Facebook;05.07.19;06:49:05
123929;Facebook;05.07.19;06:51:21
123930;Facebook;05.07.19;06:53:53
123931;Facebook;05.07.19;07:00:02
123933;Sonstiges;05.07.19;07:21:08
123934;Facebook;05.07.19;07:21:46
123937;Facebook;05.07.19;08:15:37
123938;Facebook;05.07.19;08:17:41
123943;Facebook;05.07.19;08:25:47
123946;Facebook;05.07.19;08:53:15
123947;Facebook;05.07.19;08:54:23
123948;Facebook;05.07.19;08:54:25
123949;Facebook;05.07.19;08:58:39
123950;Facebook;05.07.19;09:01:20
123953;Twitter;05.07.19;09:13:46
123960;Facebook;05.07.19;09:49:22
123966;Spam;05.07.19;10:43:06
123970;Facebook;05.07.19;11:05:38
123974;Twitter;05.07.19;12:15:40
123978;Facebook;05.07.19;12:38:29
123979;Twitter;05.07.19;12:40:09
123980;Facebook;05.07.19;12:41:01
123982;Spam;05.07.19;12:49:11
123983;Facebook;05.07.19;12:50:05
123984;Facebook;05.07.19;12:51:20
123986;Facebook;05.07.19;12:55:03
123989;Facebook;05.07.19;13:09:17
123990;Facebook;05.07.19;13:11:34
123991;Facebook;05.07.19;13:12:54
123992;Facebook;05.07.19;13:12:55
123996;Facebook;05.07.19;13:22:36
123998;Facebook;05.07.19;13:30:50
124000;Facebook;05.07.19;13:33:20
124002;Facebook;05.07.19;13:34:46
124003;Facebook;05.07.19;13:44:15
124006;Facebook;05.07.19;13:49:48
124007;Facebook;05.07.19;13:51:14
124009;Facebook;05.07.19;13:55:06
124012;Facebook;05.07.19;14:08:04
124013;Facebook;05.07.19;14:20:23
124014;Facebook;05.07.19;14:20:25
124015;Facebook;05.07.19;14:20:27
124016;Facebook;05.07.19;14:21:49
124017;Twitter;05.07.19;14:27:10
124023;Twitter;05.07.19;14:35:17
124028;Großer Verteiler;05.07.19;14:46:07
124033;Facebook;05.07.19;14:54:28
124038;Facebook;05.07.19;15:11:55
124039;Twitter;05.07.19;15:17:55
124041;Bearbeiten_EILT;05.07.19;15:20:25
124044;Facebook;05.07.19;15:33:09
124045;Facebook;05.07.19;15:35:48
124046;Facebook;05.07.19;15:37:08
124049;Facebook;05.07.19;15:44:15
124051;Facebook;05.07.19;15:47:33
124055;Facebook;05.07.19;15:56:13
124058;Facebook;05.07.19;16:12:17
124060;Facebook;05.07.19;16:17:21
124062;Depot;05.07.19;16:23:52
124065;Twitter;05.07.19;16:45:15
124073;Großer Verteiler;05.07.19;17:55:33
124074;Facebook;05.07.19;18:13:10
124076;Facebook;05.07.19;18:20:38
124078;Facebook;05.07.19;18:21:58
124081;Facebook;05.07.19;18:25:46
124082;Facebook;05.07.19;18:25:47
124086;Facebook;05.07.19;18:31:44
124087;Facebook;05.07.19;18:37:56
124091;Facebook;05.07.19;18:45:16
124092;Facebook;05.07.19;18:45:17
124114;Facebook;05.07.19;21:47:19
124117;Facebook;05.07.19;21:53:10
124118;Facebook;05.07.19;21:54:14
124120;Facebook;05.07.19;22:17:22
124122;Facebook;05.07.19;22:25:36
124127;Facebook;05.07.19;23:01:33
124128;Facebook;05.07.19;23:05:14
124129;Twitter;05.07.19;23:35:05
124146;Sonstiges;06.07.19;04:00:25
124149;Facebook;06.07.19;04:45:01
124150;Facebook;06.07.19;05:11:53
124157;Facebook;06.07.19;07:15:15
124158;Facebook;06.07.19;07:15:16
124164;Facebook;06.07.19;07:53:14
124165;Facebook;06.07.19;07:55:43
124168;Facebook;06.07.19;07:57:55
124169;Facebook;06.07.19;07:59:10
124173;Facebook;06.07.19;08:48:43
124176;Facebook;06.07.19;09:04:15
124177;Facebook;06.07.19;09:05:24
124178;Facebook;06.07.19;09:07:44
124182;Facebook;06.07.19;09:59:21
124184;Facebook;06.07.19;10:11:49
124186;Facebook;06.07.19;10:14:22
124187;Facebook;06.07.19;10:19:38
124188;Sonstiges;06.07.19;10:32:19
124190;Facebook;06.07.19;10:56:28
124192;Bearbeitung_EILT_ohneFreigabe;06.07.19;11:12:06
124207;Facebook;06.07.19;12:56:38
124209;Facebook;06.07.19;13:01:03
124210;Facebook;06.07.19;13:04:35
124211;Facebook;06.07.19;13:05:54
124212;Facebook;06.07.19;13:12:23
124213;Facebook;06.07.19;13:13:42
124214;Facebook;06.07.19;13:17:17
124218;Facebook;06.07.19;13:38:05
124219;Facebook;06.07.19;13:38:07
124226;Facebook;06.07.19;14:05:02
124227;Facebook;06.07.19;14:11:15
124228;Facebook;06.07.19;14:27:21
124229;Newsletter/Information;06.07.19;14:28:36
124231;Facebook;06.07.19;14:51:03
124233;Facebook;06.07.19;14:52:52
124234;Facebook;06.07.19;14:52:53
124238;Facebook;06.07.19;15:30:10
124241;Facebook;06.07.19;15:32:43
124242;Depot;06.07.19;15:36:06
124243;Facebook;06.07.19;15:36:28
124244;Facebook;06.07.19;15:37:50
124246;Facebook;06.07.19;15:44:13
124248;Facebook;06.07.19;15:47:38
124249;Facebook;06.07.19;15:52:24
124250;Facebook;06.07.19;15:58:50
124252;Facebook;06.07.19;16:02:14
124254;Twitter;06.07.19;16:03:55
124255;Facebook;06.07.19;16:20:26
124259;Twitter;06.07.19;16:37:27
124262;Facebook;06.07.19;16:51:45
124263;Facebook;06.07.19;16:56:28
124265;Facebook;06.07.19;17:13:49
124273;Facebook;06.07.19;18:18:37
124274;Facebook;06.07.19;18:19:57
124275;Facebook;06.07.19;18:19:59
124276;Facebook;06.07.19;18:20:01
124277;Facebook;06.07.19;18:21:39
124278;Facebook;06.07.19;18:21:42
124279;Facebook;06.07.19;18:21:44
124280;Facebook;06.07.19;18:21:54
124282;Facebook;06.07.19;18:23:13
124283;Facebook;06.07.19;18:23:17
124284;Facebook;06.07.19;18:23:19
124285;Facebook;06.07.19;18:23:28
124286;Facebook;06.07.19;18:28:18
124287;Facebook;06.07.19;18:28:20
124291;Facebook;06.07.19;18:50:14
124292;Facebook;06.07.19;18:55:43
124293;Facebook;06.07.19;18:55:44
124294;Facebook;06.07.19;18:56:55
124295;Facebook;06.07.19;18:58:35
124296;Facebook;06.07.19;19:01:54
124298;Facebook;06.07.19;19:04:07
124302;Facebook;06.07.19;19:31:07
124303;Twitter;06.07.19;19:31:20
124304;Facebook;06.07.19;19:32:40
124306;Facebook;06.07.19;19:34:05
124307;Facebook;06.07.19;19:39:28
124308;Facebook;06.07.19;19:42:16
124310;Facebook;06.07.19;19:49:56
124312;Facebook;06.07.19;20:02:21
124313;Sonstiges;06.07.19;20:05:42
124314;Facebook;06.07.19;20:09:05
124315;Sonstiges;06.07.19;20:10:53
124317;Facebook;06.07.19;20:16:02
124318;Facebook;06.07.19;20:19:41
124319;Facebook;06.07.19;20:20:48
124320;Facebook;06.07.19;20:29:43
124321;Facebook;06.07.19;20:39:59
124322;Facebook;06.07.19;20:48:01
124324;Facebook;06.07.19;20:51:19
124326;Facebook;06.07.19;21:16:52
124327;Facebook;06.07.19;21:17:56
124328;Facebook;06.07.19;21:37:30
124329;Facebook;06.07.19;21:40:11
124332;Facebook;06.07.19;21:48:21
124333;Facebook;06.07.19;21:49:33
124335;Facebook;06.07.19;21:52:04
124336;Facebook;06.07.19;21:56:41
124339;Facebook;06.07.19;22:16:04
124340;Facebook;06.07.19;22:16:06
124341;Facebook;06.07.19;22:18:08
124342;Facebook;06.07.19;22:22:50
124343;Facebook;06.07.19;22:22:52
124344;Facebook;06.07.19;22:27:13
124346;Facebook;06.07.19;22:57:35
124347;Facebook;06.07.19;22:58:57
124349;Facebook;06.07.19;23:14:41
124350;Facebook;06.07.19;23:15:44
124351;Facebook;06.07.19;23:30:21
124354;Facebook;06.07.19;23:46:53
124357;Facebook;06.07.19;23:56:35
124358;Facebook;06.07.19;23:58:05
124359;Facebook;07.07.19;00:22:29
124360;Facebook;07.07.19;00:26:09
124361;Facebook;07.07.19;00:28:31
124362;Facebook;07.07.19;00:36:55
124363;Facebook;07.07.19;00:38:17
124364;Facebook;07.07.19;00:44:43
124365;Facebook;07.07.19;01:16:50
124367;Facebook;07.07.19;02:03:03
124368;Facebook;07.07.19;02:40:11
124370;Facebook;07.07.19;06:01:22
124372;Facebook;07.07.19;06:24:25
124373;Facebook;07.07.19;06:55:04
124375;Facebook;07.07.19;07:08:30
124379;Facebook;07.07.19;08:20:38
124380;Facebook;07.07.19;08:22:54
124381;Facebook;07.07.19;08:24:00
124382;Facebook;07.07.19;08:27:43
124383;Facebook;07.07.19;08:28:48
124384;Facebook;07.07.19;08:30:03
124385;Facebook;07.07.19;08:36:21
124386;Sonstiges;07.07.19;08:47:48
124388;Facebook;07.07.19;08:48:53
124389;Facebook;07.07.19;08:51:14
124390;Facebook;07.07.19;08:53:34
124391;Facebook;07.07.19;08:57:59
124392;Facebook;07.07.19;09:04:29
124393;Facebook;07.07.19;09:06:09
124394;Facebook;07.07.19;09:30:25
124398;Facebook;07.07.19;09:51:47
124402;Facebook;07.07.19;10:06:19
124409;Facebook;07.07.19;11:09:00
124410;Facebook;07.07.19;11:10:06
124411;Facebook;07.07.19;11:12:45
124414;Facebook;07.07.19;11:21:39
124416;Facebook;07.07.19;11:33:18
124417;Facebook;07.07.19;11:35:33
124418;Facebook;07.07.19;11:35:35
124419;Facebook;07.07.19;11:35:37
124420;Facebook;07.07.19;11:38:38
124421;Facebook;07.07.19;11:45:03
124422;Facebook;07.07.19;11:46:22
124423;Facebook;07.07.19;11:47:26
124424;Facebook;07.07.19;11:51:20
124425;Facebook;07.07.19;11:56:28
124426;Facebook;07.07.19;11:56:30
124427;Facebook;07.07.19;11:56:32
124428;Facebook;07.07.19;11:59:18
124429;Facebook;07.07.19;11:59:19
124431;Facebook;07.07.19;12:08:51
124432;Facebook;07.07.19;12:12:10
124433;Facebook;07.07.19;12:14:56
124437;Facebook;07.07.19;12:21:14
124438;Facebook;07.07.19;12:21:16
